x,cdf(x),ccdf(x)
30.875,0.9994519000310399826176042528661012406564250057388818998429964646776169122366626535519419283860244095637733643107383456472281033421368271052157023816975,5.48099968960017382395747133898759343574994261118100157003535322383087763337346448058071613975590436226635689261654352771896657863172894784297618302494e-4
30.90625,0.9994527311013644783804591359009227174331877988406692579070634579895286500996956568566362671581278322453997059644140091190394742005963546513939231514425,5.472688986355216195408640990772825668122011593307420929365420104713499003043431433637328418721677546002940355859908809605257994036453486060768485574886e-4
30.9375,0.9994535600736187866324308672342551751909817795689774159627521023850805405317466563960422565944603664891128820504494546080709030061202299044255952541393,5.464399263812133675691327657448248090182204310225840372478976149194594682533436039577434055396335108871179495505453919290969938797700955744047458607059e-4
30.96875,0.9994543869552106283189348336421393993775210592168246740866742254784633976823605908144908077783832516365182213604124284913645520233681718108948764016682,5.456130447893716810651663578606006224789407831753259133257745215366023176394091855091922216167483634817786395875715086354479766318281891051235983318272e-4
31,0.9994552117535141315348358284958587101802100275533112524274630239924312156210089389569329131122673332600963973608730390052494466765027834315408830778375,5.447882464858684651641715041412898197899724466887475725369760075687843789910610430670868877326667399036026391269609947505533234972165684591169221624715e-4
31.03125,0.999456034475870017523746394837799450903052047068880690441180182773631416997142944653768193890016211618166334240762405327487367593379396015670003303457,5.439655241299824762536051622005490969479529311193095588198172263685830028570553462318061099837883818336657592375946725126324066206039843299966965429841e-4
31.0625,0.9994568551295857854614826893543634640224706095519034271371292566763904732364008729520963175369078642247997924201023090598792090573059513676561725440803,5.431448704142145385173106456365359775293904480965728628707433236095267635991270479036824630921357752002075798976909401207909426940486323438274559197392e-4
31.09375,0.9994576737219358960328388273028395011524873975970805621210017650121008067459617885543744350940585518727123387873984941739638708466253876941324932790613,5.423262780641039671611726971604988475126024029194378789982349878991932540382114456255649059414481272876612126015058260361291533746123058675067209387358e-4
31.125,0.9994584902601619538107625216899679433992096046543011199372180917114844157014640427827930580600321031320153619359959460449990979679756556113209710943041,5.415097398380461892374783100320566007903953456988800627819082885155842985359572172069419399678968679846380640040539550009020320243443886790289056959013e-4
31.15625,0.9994593047514728884469374275153050808171286147732121309583456388445372351684279792190460679572638376311288716427167914182031968094436796286965515691411,5.406952485271115530625724846949191828713852267878690416543611554627648315720207809539320427361623688711283572832085817968031905563203713034484308589204e-4
31.1875,0.9994601172030451346827009358559114865971142832210388196398848081464498950123105778481334086830595863170724489655753163376581886424899502862928544816702,5.398827969548653172990641440885134028857167789611803601151918535501049876894221518665913169404136829275510344246836623418113575100497137071455183297607e-4
31.21875,0.9994609276220228111891502252438998798943161989348377548944342502703109987886061272892322919126895872607843337519943947118568709450959118405076323492524,5.390723779771888108497747561001201056838010651622451055657497296890012113938727107677080873104127392156662480056052881431290549040881594923676507475691e-4
31.25,0.9994617360155178982452141615274467768480628661618316960008993241135605019255720678437499031774254591036660533063050962959036617275502821405678225802481,5.382639844821017547858384725532231519371338381683039991006758864394980744279321562500968225745408963339466936949037040963382724497178594321774197519375e-4
31.28125,0.9994625423906104142623941346492742734817374186543295625660840173900559231362907472647872020934889090638294176156776786581269548698548607707221038042533,5.374576093895857376058653507257265182625813456704374339159826099440768637092527352127979065110909361705823843223213418730451301451392292778961957466941e-4
31.3125,0.9994633467543485911648031240513334300495286207241292284828685242880150749511365571007004003422711181873969380108645970382358940134306278068709921636269,5.366532456514088351968759486665699504713792758707715171314757119849250488634428992995996577288818126030619891354029617641059865693721931290078363730824e-4
31.34375,0.9994641491137490486330591863330936917620358996766181672883150965836650485018479987825620367904410558715206396357707377808332333370092691168218206401168,5.358508862509513669408136669063082379641003233818327116849034163349514981520012174379632095589441284793603642292622191667666629907308831781793598831976e-4
31.375,0.9994649494757969672205171520506576331266465467525298817870501465583274527176848335996633675678280719583240920818389978391528293895639376880213404399997,5.350505242030327794828479493423668733534532474701182129498534416725472823151664003366324321719280416759079181610021608471706104360623119786595600003317e-4
31.40625,0.9994657478474462603502505959255891683712514208516190965814803484425146335185862678383834263065871200884793254408396260781535331008943207943168869746998,5.342521525537396497494040744108316287485791483809034185196515574853664814137321616165736934128799115206745591603739218464668991056792056831130253002085e-4
31.4375,0.9994665442356197452011250990990592895274638059346215932016480302730806000153676982243517747018658580771579452417638968482069041657579562391593187317363,5.334557643802547988749009009407104725361940653784067983519697269193999846323017756482252981341419228420547582361031517930958342420437608406812682637411e-4
31.46875,0.9994673386472093124912334463633271537957927957299941155418278674724418996718629679039770732707588403819765293109276058795032377797376128748863276606705,5.326613527906875087665536366728462042072042700058844581721325275581003281370320960229267292411596180234706890723941204967622202623871251136723393295202e-4
31.5,0.9994681310890760951668936885537849021514179612958149853435187280452592805555915205734569276655097261151316707504037226553694409611076072204242500789156,5.318689109239048331063114462150978485820387041850146564812719547407194444084794265430723344902738848683292495962773446305590388923927795757499210844114e-4
31.53125,0.9994689215680506360053419435953530579257920990608520089962982542339994193245580825246689827150767676890735341249892520019612297911794089009063193659792,5.310784319493639946580564046469420742079009391479910037017457660005806754419174753310172849232323109264658750107479980387702088205910990936806340207956e-4
31.5625,0.9994697100909330541391834022499402494683138155277590358123081563164895840491026975858505318794621707115362296154679086113885035005259125163070663124282,5.302899090669458608165977500597505316861844722409641876918436835104159508973024141494681205378292884637703845320913886114964994740874836929336875717998e-4
31.59375,0.999470496664493210510597239667496646315673012758632707125476419693731642978564476712294130243388082670000313839807112179638454240703992531079345682349,5.295033355067894894027603325033536843269872413672928745235803062683570214355232877058697566119173299996861601928878203615457592960074689206543176509954e-4
31.625,0.9994712812954708722632240047389583235939697102650629429616463329871072485969988717456098788799587241639383433591831195537202440608430406497213729855201,5.287187045291277367759952610416764060302897349370570383536670128927514030011282543901211200412758360616566408168804462797559391569593502786270144799201e-4
31.65625,0.9994720639905758760795975593977623641203597164442753816127711943000043458240491250388484775935098190422997631394660150698953740633581857734446768206109,5.279360094241239204024406022376358796402835557246183872288056999956541759508749611515224064901809577002368605339849301046259366418142265553231793891382e-4
31.6875,0.9994728447564882904719177629049402308424956278746101703692901884960557462498103325784622192813360450725086899184680360426753613423791762212026858286283,5.27155243511709528082237095059769157504372125389829630709811503944253750189667421537780718663954927491310081531963957324638657620823778797314171371701e-4
31.71875,0.9994736235998585770338948353421489124024267972689271914482074118156728526388521084164734903741365453615391838943537093328718896300749870887293881521329,5.263764001414229661051646578510875975732027310728085517925881843271473611478915835265096258634546384608161056462906671281103699250129112706118478671286e-4
31.75,0.9994744005273077506613316836612966333112968388893915116019553348447286602003102176313059771063515329735527457107582830385654408851722922626910636820689,5.255994726922493386683163387033666887031611106084883980446651552713397996897823686940228936484670264472542892417169614345591148277077373089363179310983e-4
31.78125,0.999475175545427538749046426404530775089602585223865066446627088267840274385738126418034121200384529994355290015176897284039694014902103182161987523437,5.248244545724612509535735954692249103974147761349335533729117321597256142618735819658787996154700056447099848231027159603059850978968178380124765629581e-4
31.8125,0.9994759486607805393716739033912125807653392141945529970085454798136840081308610238055301353386213914564970816080522663293002283143756051593463469161184,5.240513392194606283260966087874192346607858054470029914545201863159918691389761944698646613786085435029183919477336706997716856243948406536530838815829e-4
31.84375,0.9994767198799003784558220981162317457534374423179366516254695869406253838509012845596521154433933590611205221249689218565328094992401248914984237171294,5.232801200996215441779018837682542465625576820633483745304130593746161490987154403478845566066409388794778750310781434671905007598751085015762828706325e-4
31.875,0.9994774892092918659509971272330729898927911394846151636839666622268383067798054192174389965940736585158564319277258627660446663425572715935121521457078,5.225107907081340490028727669270101072088605153848363160333377731616932201945807825610034059263414841435680722741372339553336574427284064878478542921968e-4
31.90625,0.9994782566554311510066487572903799926995237974267871947611621019525390201996948031624384259591235095296272869271134267981185923252614387019602879526944,5.217433445688489933512427096200073004762025732128052388378980474609798003051968375615740408764904703727130728865732018814076747385612980397120473056415e-4
31.9375,0.9994790222247658761626272879049613228001728250901482954258000315908478873703256519739835730242945389904256617111827426186908796340176947672564642938663,5.209777752341238373727120950386771998271749098517045741999684091521126296743480260164269757054610095743382888172573813091203659823052327435357061336669e-4
31.96875,0.9994797859237153305602820869066615950257642286927385292826561986371658598294886028445303888578089515836746326421186744086225324118253889249410540111919,5.202140762846694397179130933384049742357713072614707173438013628341401705113971554696111421910484163253673578813255913774675881746110750589459888080611e-4
32,0.9994805477586706021813720708666989410516852465661171048666439592146354336795807538486800331942387528124033793550701148135729484412883054618238349233208,5.194522413293978186279291333010589483147534338828951333560407853645663204192461513199668057612471875966206449298851864270515587116945381761650766791965e-4
32.0625,0.9994820658620228499079154747444649439710639674623172106241801966245530927395070213872464172801553249689867505788117800473504625715052888381084482223048,5.179341379771500920845252555350560289360325376827893758198033754469072604929786127535827198446750310132494211882199526495374284947111618915517776952205e-4
32.125,0.9994835765853930245154451203275572944075361782616286493362090729790140872644662128101223366080681513683622871759068940921648576846785768197922961239483,5.16423414606975484554879672442705592463821738371350663790927020985912735533787189877663391931848631637712824093105907835142315321423180207703876051686e-4
32.1875,0.9994850799789098951274826997098572009814073256221871955006232063015655486876680947506189318426891528916534669315589959822307623559480008652957793433569,5.149200210901048725173002901427990185926743778128044993767936984344513123319052493810681573108471083465330684410040177692376440519991347042206566430583e-4
32.25,0.9994865760922652995110890120425889144133781842884710299124269798034927456902867820643350822082898094978862170935790570846543016725337618942243320009831,5.134239077347004889109879574110855866218157115289700875730201965072543097132179356649177917101905021137829064209429153456983274662381057756679990168897e-4
32.3125,0.999488064974718789655087834606673401841807965205051856588047126401387974661336473772361252313771794112220253466217899704857476191643739358078450982419,5.119350252812103449121653933265981581920347949481434119528735986120253386635262276387476862282058877797465337821002951425238083562606419215490175810136e-4
32.375,0.9994895466751022190886919230976734825478273758263171543618911983261823982666813507922757971730815458827310828904386090576998392069799713382367566878308,5.104533248977809113080769023265174521726241736828456381088016738176017333186492077242028269184541172689171095613909423001607930200286617632433121691849e-4
32.4375,0.9994910212418242727819143406127655036838489240176032842204941255771644913978782970264276599542791731904738164048327652926300621315793916411397097981929,5.089787581757272180856593872344963161510759823967157795058744228355086021217029735723400457208268095261835951672347073699378684206083588602902018071479e-4
32.5,0.9994924887228749404554038172522361314745586527996707591935927726966433322560673596623002117335186258340512899598575841818312634446399495136303781737743,5.075112771250595445961827477638685254413472003292408064072273033566677439326403376997882664813741659487100401424158181687365553600504863696218262256548e-4
32.5625,0.9994939491658299341138487940072215676137187595602210799740720932496954970234513445554339906600112487336377532968431843409468109596303282729075891257024,5.06050834170065886151205992778432386281240439778920025927906750304502976548655444566009339988751266362246703156815659053189040369671727092410874297572e-4
32.625,0.9994954026178550506038461715271339335866922063577200268256045056815712597523168332879491556474860856106596151048120262340743177799574782280770532613671,5.045973821449493961538284728660664133077936422799731743954943184287402476831667120508443525139143893403848951879737659256822200425217719229467386329468e-4
32.6875,0.9994968491257104799841226428814580659951718859439878616175019896581744639797371153461538861796933542597777023378263315792331555625068010526627350554018,5.031508742895200158773571185419340048281140560121383824980103418255360202628846538461138203066457402222976621736684207668444374931989473372649445982045e-4
32.75,0.9994982887357550604832240239624888678771529360242876014231009857041571987482263567028495346855730205881628137379772750186126657530153959531546916477191,5.017112642449395167759760375111321228470639757123985768990142958428012517736432971504653144269794118371862620227249813873342469846040468453083522809383e-4
32.8125,0.9994997214939504808072464955346121332990147467872756493462486733700432799431425818778045023189710396005449981877079855187348908473263550183118092367641,5.002785060495191927535044653878667009852532127243506537513266299567200568574181221954976810289603994550018122920144812651091526736449816881907632359248e-4
32.875,0.9995011474458654305478685298408666129155143341494706424630712375223751566769935978013270244612792088990210065866807856091545554402200544255531576729025,4.988525541345694521314701591333870844856658505293575369287624776248433230064021986729755387207911009789934133192143908454445597799455744468423270975415e-4
32.9375,0.9995025666366796994288489853113381496546979318805006803499106139636134027004708604989073514506401586407049917675657333872674836424116218784276227929748,4.97433363320300571151014688661850345302068119499319650089386036386597299529139501092648549359841359295008232434266612732516357588378121572377207025179e-4
33,0.9995039791111882261172810065500900682966636035455566299144636426362425386676143986095074943348402668430224141726154768004654682115111350184609535895476,4.960208888117738827189934499099317033363964544433700855363573637574613323856013904925056651597331569775858273845231995345317884888649815390464104524446e-4
33.0625,0.9995053849138050973142286504486402548018264581700908298817792382207431325813200894454751548106472862501182889572482765552894479078121188336692878471188,4.946150861949026857713495513597451981735418299091701182207617792568674186799105545248451893527137498817110427517234447105520921878811663307121528812473e-4
33.125,0.9995067840885674978279193535394243249802801526835725849229943020319002781906952866503112393450921774120962507313943584099787668455825405149051647320502,4.932159114325021720806464605756750197198473164274150770056979680997218093047133496887606549078225879037492686056415900212331544174594850948352679497615e-4
33.1875,0.9995081766791396123214163324317036563996275908909342772270261725546136173936899055832681305577617009366587246577466756717984229381032683098969218689826,4.918233208603876785836675682963436003724091090657227729738274453863826063100944167318694422382990633412753422533243282015770618967316901030781310174094e-4
33.25,0.999509562728816479415646729405065770961518084315012955904880506534354536581991594350104818833561252903707457267855431511791159580731594341063444148559,4.904372711835205843532705949342290384819156849870440951194934656454634180084056498951811664387470962925427321445684882088404192684056589365558514410522e-4
33.3125,0.9995109422805277988178098270930828271557566033623150200427984012766033479673627317194127600178678387992984059091739941608893089405347529315970951592067,4.890577194722011821901729069171728442433966376849799572015987233966520326372682805872399821321612007015940908260058391106910594652470684029048407933343e-4
33.375,0.9995123153768416921345310928370381030179131192030448909076368286442516131038665786736934524037000653772239914238434479293670777486120058638734784465555,4.876846231583078654689071629618969820868807969551090923631713557483868961334213263065475962999346227760085761565520706329222513879941361265215534445243e-4
33.4375,0.9995136820599684180186583909507428108705734579106986960045893245479679491686324737828060434296271138381280922299568105947198589764396473052768794080524,4.863179400315819813416090492571891294265420893013039954106754520320508313675262171939565703728861618719077700431894052801410235603526947231205919476125e-4
33.5,0.9995150423717640422883127171593124382302193246107402121927817395644516257626929478048540304740576493009386301349716920233136623200184676477812215116064,4.849576282359577116872828406875617697806753892597878072182604355483742373070521951459695259423506990613698650283079766863376799815323522187784883935878e-4
33.5625,0.9995163963537340636467036404405392439926772693532592808447623632747489458602247415160514016448228007538764370691054334646992951367477822608017219619406,4.836036462659363532963595594607560073227306467407191552376367252510541397752584839485983551771992461235629308945665353007048632522177391982780380593679e-4
33.625,0.9995177440470369956212957373869983799379051387772874274231609973605733250468494896636496648319223152591233281000292920937870245442812265362324413991364,4.822559529630043787042626130016200620948612227125725768390026394266749531505103363503351680776847408766718999707079062129754557187734637675586008636466e-4
33.6875,0.9995190854924879053311632026031436196487996027059642389822303022872354427488470326299081642345543812581572196757141871171188939024196342589062693911123,4.80914507512094668836797396856380351200397294035761017769697712764557251152967370091835765445618741842780324285812882881106097580365741093730608887703e-4
33.75,0.9995204207305619096817921189915884985477164256131952496289435705528580384205343478458196772029171963227687196365066312928892728793796009880492509535573,4.795792694380903182078810084115014522835743868047503710564294471419615794656521541803227970828036772312803634933687071107271206203990119507490464427007e-4
33.8125,0.9995217498013976295771802496529040616578969285712481926368089310407780936510689611905612292772982740065711021529063537774669352162725732573287817679863,4.782501986023704228197503470959383421030714287518073631910689592219063489310388094387707227017259934288978470936462225330647837274267426712182320137481e-4
33.875,0.9995230727448006027298394145964292994906063789906719899618360468917892184470637721975947969253472094218687547365438058974408214056820665391055487461827,4.769272551993972701605854035707005093936210093280100381639531082107815529362278024052030746527905781312452634561941025591785943179334608944512538173033e-4
33.9375,0.9995243896002466556402223554736728329631251775466781073773013375870316257420682603448716877225586723449155303567271065616047471127611097837549519251987,4.756103997533443597776445263271670368748224533218926226986624129683742579317396551283122774413276550844696432728934383952528872388902162450480748012854e-4
34,0.9995257004068852353081713523226267423346558456583334613644429620280141218193596018093652377579455646327464885155947361058435267841835190384754096171104,4.742995931147646918286476773732576653441543416665386355570379719858781806403981906347622420544353672535114844052638941564732158164809615245903828896024e-4
34.0625,0.9995270052035427012302166858142486331940358045243723516537587325116624266689286730406014331321453675156565043315618905836665961016033270613502132382684,4.729947964572987697833141857513668059641954756276483462412674883375733310713269593985668678546324843434956684381094163334038983966729386497867617315998e-4
34.125,0.9995283040287255782279363489228546145988023387535572220757875796502157463663049451594476331305265026849997293913138197351207935548779552461852207207271,4.71695971274421772063651077145385401197661246442777924212420349784253633695054840552366869473497315000270608686180264879206445122044753814779279272925e-4
34.1875,0.9995295969206237706441212782725116873370950737077229538338701026275041613967207268763219520790207830886070730425855601667262103444323532379935008779635,4.704030793762293558787217274883126629049262922770461661298973724958386032792731236780479209792169113929269574144398332737896555676467620064991220364818e-4
34.25,0.999530883917113738435169933954212629507115190223501864734768226670489394358422053785236665105267244502511372363055370289237253600839061128001114541202,4.691160828862615648300660457873704928848097764981352652317733295106056415779462147633348947327554974886276369446297107627463991609388719988854587980354e-4
34.3125,0.9995321650557616356799595036207189480139508814343564115857924628223530447997862837772969971212372885973778483814205187371304478276809679189442925513337,4.678349442383643200404963792810519860491185656435884142075371776469552002137162227030028787627114026221516185794812628695521723190320810557074486662925e-4
34.375,0.9995334403738264120174055969877140213177998054327366710273984820089737340099337996110201034104423257499869970809648557471392850601073966460596235965943,4.665596261735879825944030122859786822001945672633289726015179910262659900662003889798965895576742500130029190351442528607149398926033539403764034056998e-4
34.4375,0.9995347099082628775170253425966993685286502673965240211975597016371392106719807789704121963840177776319851527360417188809344324221816276812358159903723,4.652900917371224829746574033006314713497326034759788024402983628607893280192210295878036159822223680148472639582811190655675778183723187641840096276607e-4
34.5,0.9995359736957247314790576678818078384870659149678568105925818081550843260124650261367719782449213384989852313377602917188614675943143314809077141506785,4.640263042752685209423321181921615129340850321431894074181918449156739875349738632280217550786615010147686622397082811385324056856685190922858493214692e-4
34.5625,0.9995372317725675556530666589798558480922389470962007762830044402673086965167498287696403634266996229889816884557434899451418079433476836506375694711394,4.627682274324443469333410201441519077610529037992237169955597326913034832501712303596365733003770110183115442565100548581920566523163493624305288606029e-4
34.625,0.9995384841748517723564567345432955524329768780617441556672037521992559215080488242534232428136520792562165513644637022399559166977147882986810682579866,4.615158251482276435432654567044475670231219382558443327962478007440784919511757465767571863479207437834486355362977600440833022852117013189317420134482e-4
34.6875,0.9995397309383455679669594565311237361116261735452552493183033070866670106361642484562360469967711914298237092172618351448131170687276355877507935793212,4.602690616544320330405434688762638883738264547447506816966929133329893638357515437639530032288085701762907827381648551868829312723644122492064206788025e-4
34.75,0.9995409720985277822559087201201594105108425666806055374119027879274585990750848296810837398720753863469876014626329218984600550829043208026181351595374,4.59027901472217744091279879840589489157433319394462588097212072541400924915170318916260127924613653012398537367078101539944917095679197381864840462573e-4
34.8125,0.9995422076905907640220014439947396795473799813559962259826674409372056364416052101673417283769683830301213893379782056463235520517264115166422024556471,4.577923094092359779985560052603204526200186440037740173325590627943635583947898326582716230316169698786106620217943536764479482735884833577975443528546e-4
34.875,0.9995434377494431934782423996546286761406338082528890747154778891748827042532630010704769205346558133060822599190735026310317963318943641973545345458475,4.565622505568065217576003453713238593661917471109252845221108251172957467369989295230794653441866939177400809264973689682036681056358026454654541525376e-4
34.9375,0.9995446623097128718378922000771737967445576346475778954614490100975978042825540050700616012725790053257488194184335087015399203640255970677921298242922,4.553376902871281621077999228262032554423653524221045385509899024021957174459949299383987274209946742511805815664912984600796359744029322078701757078121e-4
35,0.9995458814057494785384744867947637471693478148920229409217009587940697088316856524765649991194628817291226031970592056040186746761076016756150911376202,4.541185942505214615255132052362528306521851079770590782990412059302911683143475234350008805371182708773968029407943959813253238923983243849088623797652e-4
35.0625,0.9995470950716272965362498285435709293924034407444694045924287309758710219796699321742290759301556917521960807281943479910733449397582448249448515436439,4.52904928372703463750171456429070607596559255530595407571269024128978020330067825770924069844308247803919271805652008926655060241755175055148456356092e-4
35.125,0.9995483033411479060970276370582446777421796698585989309805740156638859588189810812737765206738085963991086871514614267961810202843511087124128509611232,4.516966588520939029723629417553222578203301414010690194259843361140411810189187262234793261914036008913128485385732038189797156488912875871490388768046e-4
35.1875,0.9995495062478428475027614229064118241713846861613435151991468820033958886969081774032448773433547542115610797691841988749300778751879949048962736026463,4.504937521571524972385770935881758286153138386564848008531179966041113030918225967551226566452457884389202308158011250699221248120050951037263973537046e-4
35.25,0.9995507038249762530870549057100443428236404127955099948578884180500764182563890398358974947961089201347910678310869747223583766920135026297503013240545,4.492961750237469129450942899556571763595872044900051421115819499235817436109601641025052038910798652089321689130252776416233079864973702496986759454872e-4
35.3125,0.9995518961055474490064948496351583750455371985920756516368896437781028598386161250971638946630078436695165330529093576544860006027488666620418522204316,4.481038944525509935051503648416249544628014079243483631103562218971401613838749028361053369921563304834669470906423455139993972511333379581477795684451e-4
35.375,0.9995530831222935271486190483871842374894612269981056083686082008831809639384290476985931524708583975635130374041331139092512099179782066821108217584353,4.469168777064728513809516128157625105387730018943916313917991168190360615709523014068475291416024364869625958668860907487900820217933178891782415647366e-4
35.4375,0.9995542649076918875713227057613478793200791023107785013759640029342472530626043544236338878848791519920813922490947967767940691371501879339916515460861,4.457350923081124286772942386521206799208976892214986240359970657527469373956455763661121151208480079186077509052032232059308628498120660083484539139376e-4
35.5,0.9995554414939627518626016587172190078432293485957272280765062446797499505614641378169817899524069519123448083775784772774841158044053577336107468889652,4.445585060372481373983412827809921567706514042727719234937553202500494385358621830182100475930480876551916224215227225158841955946422663892531110348229e-4
35.5625,0.9995566129130716478037246187863805805456549799585119439327831448879757476504710819258046147078065420747674822552581414954937968282168533581853073958977,4.433870869283521962753812136194194543450200414880560672168551120242523495289180741953852921934579252325177447418585045062031717831466418146926041023002e-4
35.625,0.9995577791967318657132170505183329739227073021470844043607945816014706500558391679502227858320194735142223177449239400484144647691189563860223451429222,4.422208032681342867829494816670260772926978529155956392054183985293499441608320497772141679805264857776822550760599515855352308810436139776548570777591e-4
35.6875,0.9995589403764068868434246852663206085192391527384682096133068053835631340280989751905126418608370149677326654974512880767337234500686412286386651808154,4.410596235931131565753147336793914807608472615317903866931946164368659719010248094873581391629850322673345025487119232662765499313587713613348191846298e-4
35.75,0.9995600964833127841959032432662341197172260760090692753018594205835548397535037926825989662363764536261467891829282577182540891759494047720568161869054,4.399035166872158040967567337658802827739239909307246981405794164451602464962073174010337636235463738532108170717422817459108240505952279431838130945607e-4
35.8125,0.9995612475484205961164509999544967693203781891108991203178664836491980647177978010438604721271037105882707132627054257915212408551801245228283314089178,4.387524515794038835490000455032306796218108891008796821335163508019352822021989561395278728962894117292867372945742084787591448198754771716685910821661e-4
35.875,0.9995623936024586730252607112630162834318107917199926700669860776847891936842340560489817480358395475677418416515567153731903094653854783934480092422821,4.376063975413269747392887369837165681892082800073299330139223152108063157659439510182519641604524322581583484432846268096905346145216065519907577178748e-4
35.9375,0.9995635346759149976324154681083644813042951653311314862400058544321871777545442116679290684780225409700019904221723951268091795633826240235047850938724,4.36465324085002367584531891635518695704834668868513759994145567812822245455788332070931521977459029998009577827604873190820436617375976495214906127578e-4
36,0.9995646707990394789837876760502187927682888004972150374606457407909572600192638402625605336449302602004530343050437095985466801549013093264155470261808,4.35329200960521016212323949781207231711199502784962539354259209042739980736159737439466355069739799546965694956290401453319845098690673584452973819234e-4
36.0625,0.9995658020018462206773199777190089858596528144935127128788987774909262069327768675491797259960678635944127878298413282316605365320071237724959335915716,4.341979981537793226800222809910141403471855064872871211012225090737930672231324508202740039321364055872121701586717683394634679928762275040664084284357e-4
36.125,0.9995669283141157635846700099977714219593690168301308554221396504599422819958946819021864980051673120261998253139800569116017225647933976345855927668497,4.330716858842364153299900022285780406309831698691445778603495400577180041053180978135019948326879738001746860199430883982774352066023654144072331502935e-4
36.1875,0.9995680497653973034082859026110115390063991128082175297207250655959101257690992402002232027657400008297772990328593301331801401989117319475382244720192,4.319502346026965917140973889884609936008871917824702792749344040898742309007597997767972342599991702227009671406698668198598010882680524617755279807811e-4
36.25,0.9995691663850108833991448972163012028828752224389428436728398605341482216902118980217708032553453440271611920374451900161030899661168232447550807845426,4.308336149891166008551027836987971171247775610571563271601394658517783097881019782291967446546559728388079625548099838969100338831767552449192154573801e-4
36.3125,0.9995702782020495625556319431302164612989778672162747628282183667808333323565577601187429491703877572592172288676376951603209955196711808875711041928248,4.297217979504374443680568697835387010221327837252371717816332191666676434422398812570508296122427407827711323623048396790044803288191124288958071751887e-4
36.375,0.9995713852453815596193571829628905069705699378963900724418091878669834848443535150666066877757186368585572273350178906723472346028843743659914348961409,4.286147546184403806428170371094930294300621036099275581908121330165151556464849333933122242813631414427726649821093276527653971156256340085651038590862e-4
36.4375,0.999572487543652373179109482279905460525555048376764320285241935427450551218270393258620506579193410938943020524861333709211501136910430728573598641138,4.275124563476268208905177200945394744449516232356797147580645725494487817296067413794934208065890610569794751386662907884988630895692714264013588619545e-4
36.5,0.9995735851252868781896162130319590486070340557013195689261620981088441189998727275178497244953386577181290758279985244566241939946190306206693394426482,4.264148747131218103837869680409513929659442986804310738379018911558810001272724821502755046613422818709241720014755433758060053809693793306605573518204e-4
36.5625,0.9995746780184913992073260288608924802268776425141410852749258433813450595208626647031933708271106571772661772175614964549659990834013391403684158604898,4.253219815086007926739711391075197731223574858589147250741566186549404791373352968066291728893428227338227824385035450340009165986608596315841395101637e-4
36.625,0.9995757662512557606410500557948221264538733027806611408500725270968371607660717856185945661519242365911843210926952758245001688674366982070253047516132,4.242337487442393589499442051778735461266972193388591499274729031628392339282143814054338480757634088156789073047241754998311325633017929746952483867641e-4
36.6875,0.9995768498513553143109864743351225307595561882146544812424095703134185378460837686386600748825037367058108030051055556728197745049716563894601215584331,4.231501486446856890135256648774692404438117853455187575904296865814621539162313613399251174962632941891969948944443271802254950283436105398784415669519e-4
36.75,0.9995779288463529446054126237767097268081598768029670985290491130268841037345548672014947861598354899581644906556303339109796575372096611793687461035528,4.22071153647055394587376223290273191840123197032901470950886973115896265445132798505213840164510041835509344369666089020342462790338820631253896447203e-4
36.8125,0.9995790032636010515201562767315911756456591419750614713036897020639152310777498527921239777012406912685767830084895650467072971034169135709175192161608,4.209967363989484798437232684088243543408580249385286963102979360847689222501472078760222987593087314232169915104349532927028965830864290824807838391973e-4
36.875,0.9995800731302435118618523953408658758530678477551215340919159830251437331499626043940355689998523038804328011549799408603854560948610754946911095774805,4.199268697564881381476046591341241469321522448784659080840169748562668500373956059644310001476961195671988450200591396145439051389245053088904225194759e-4
36.9375,0.9995811384732176188919522983043445880215500292550894532591488246869614697886129922432341578691186722465747539310260128341062734836932472079427418462712,4.188615267823811080477016956554119784499707449105467408511753130385302113870077567658421308813277534252460689739871658937265163067527920572581537288285e-4
37,0.9995821993192560006844775705180260786636290169369932685535266676397189764846139774409329303924783398671697743379549277930014664664283478718919049241296,4.178006807439993155224294819739213363709830630067314464733323602810235153860225590670696075216601328302256620450722069985335335716521281080950758703943e-4
37.0625,0.9995832556948885174666000883347695267735822229877366349874574605110668974698475191203445104478612043746599015660118188494388811948028100977431587859386,4.167443051114825333999116652304732264177770122633650125425394889331025301524808796554895521387956253400984339881811505611188051971899022568412140613698e-4
37.125,0.9995843076264441382072810889817340082221863245603862809458490906999436949608207837659384926046478488285420282361178912985205308389030682631846055305535,4.156923735558617927189110182659917778136754396137190541509093000563050391792162340615073953521511714579717638821087014794691610969317368153944694465466e-4
37.1875,0.9995853551400527967154151799250169205923311802351933152534087165472562081777456556003803482599781897365228211073717846323479942512639157612368449163993,4.146448599472032845848200749830794076688197648066847465912834527437918222543443996196517400218102634771788926282153676520057487360842387631550836007058e-4
37.25,0.9995863982616472275051984816741610295599015166301061565317570134117642711016273109199436076236151335904480308071888499111877561228200203234808325055883,4.13601738352772494801518325838970440098483369893843468242986588235728898372689080056392376384866409551969192811150088812243877179979676519167494411663e-4
37.3125,0.9995874370169647816827726651899179179816387496089233602355768386722400579307278166866609046205050950641080331044800524725013177787368043466667350781007,4.125629830352183172273348100820820183612503910766397644231613277599420692721833133390953794949049358919668955199475274986822212631956533332649218993314e-4
