x,cdf(x),ccdf(x)
-0.521484375,0.3212770776166068285080806865377115417121731098031029350982952220648900997831008117941940642467773763671332374813359387593324356454222396146915005177074,0.6787229223833931714919193134622884582878268901968970649017047779351099002168991882058059357532226236328667625186640612406675643545777603853084994822926
-0.5205078125,0.3219815902647418043609761454820829992013537887697565025046955305085379815085149331425931794016944495191329262251898019661048673228374704348151812682051,0.6780184097352581956390238545179170007986462112302434974953044694914620184914850668574068205983055504808670737748101980338951326771625295651848187317949
-0.51953125,0.3226863521428822107287788826898924467785767965730103108143691175735071493470577000948201912457799990793568565215247446067398207626222087868090704506426,0.6773136478571177892712211173101075532214232034269896891856308824264928506529422999051798087542200009206431434784752553932601792373777912131909295493574
-0.5185546875,0.3233913600174739912753244968898276449778099257506362638212341250090482000502022960553851406200723733673137127514229836799595867607666748220464172366524,0.6766086399825260087246755031101723550221900742493637361787658749909517999497977039446148593799276266326862872485770163200404132392333251779535827633476
-0.517578125,0.3240966106559251526214802126197952637086873888805033219435006480418783453429153629226010557338136567532769758511036382047612155894467024454949954251495,0.6759033893440748473785197873802047362913126111194966780564993519581216546570846370773989442661863432467230241488963617952387844105532975545050045748506
-0.5166015625,0.324802100826654778462441168731270485863303282651054495101563389850218884012235581444423477793292505395818794046990060712434373142670020151458006571213,0.675197899173345221537558831268729514136696717348945504898436610149781115987764418555576522206707494604181205953009939287565626857329979848541993428787
-0.515625,0.325507827299141915556334986113013389357134059029544884273548383327419859251552978953841199545299134086101736574851284262769618961838791775018596673411,0.674492172700858084443665013886986610642865940970455115726451616672580140748447021046158800454700865913898263425148715737230381038161208224981403326589
-0.5146484375,0.3262137868439743305196898823228464046540486145180123136073948219029440759282810577030312408307017351148592216338114650102895912651470547906657675378212,0.6737862131560256694803101176771535953459513854819876863926051780970559240717189422969687591692982648851407783661885349897104087348529452093342324621788
-0.513671875,0.3269199762328971363733112286382087173287100297866642543372213786363700927329088029557594146450493325407169503715975104205451595510994781576596385976236,0.6730800237671028636266887713617912826712899702133357456627786213636299072670911970442405853549506674592830496284024895794548404489005218423403614023764
-0.5126953125,0.3276263922388612877901178971232460832126453092979499147799846821554172510503684463967308262418891446987893955367463810068285050373301064630567976634345,0.6723736077611387122098821028767539167873546907020500852200153178445827489496315536032691737581108553012106044632536189931714949626698935369432023365655
-0.51171875,0.3283330316360719440045125453363912492805615146947293219933248800565368712254170958036739083656141294941181829533106842693632568213454420114637321581893,0.6716669683639280559954874546636087507194384853052706780066751199434631287745829041963260916343858705058818170466893157306367431786545579885362678418107
-0.5107421875,0.3290398912000366983508986591204942458342722097678281136411556086771546027293551821398728836808638871880414830944778805268600896821162404095249633170455,0.6709601087999633016491013408795057541657277902321718863588443913228453972706448178601271163191361128119585169055221194731399103178837595904750366829546
-0.509765625,0.3297469677076136734070112455850147270500622641997948686042123893872659020340231212523082891764519932967941314265507509770617024683680176978482915753632,0.6702530322923863265929887544149852729499377358002051313957876106127340979659768787476917108235480067032058685734492490229382975316319823021517084246368
-0.5087890625,0.3304542579370594807257970661945585525782767311885366263627916918612214770140727043104808523337697408834035728584018420512105218609888437740766271154008,0.6695457420629405192742029338054414474217232688114633736372083081387785229859272956895191476662302591165964271415981579487894781390111562259233728845992
-0.5078125,0.3311617586680770441476637523642309461227269246243782393808144530120190035925604128001534720105397615583124973392849151997105963694231974611084065119876,0.6688382413319229558523362476357690538772730753756217606191855469879809964074395871998465279894602384416875026607150848002894036305768025388915934880124
-0.5068359375,0.3318694666818632856930145829555032612880281936023130937643754590874717405201632768191155644588258317347738977107748051916490679949818829266325480741897,0.6681305333181367143069854170444967387119718063976869062356245409125282594798367231808844355411741682652261022892251948083509320050181170733674519258103
-0.505859375,0.3325773787611566730430966556988199471812839835607032567745398060901258493392679484673902618938505920963032858550271568452966724356400069761581823095613,0.6674226212388433269569033443011800528187160164392967432254601939098741506607320515326097381061494079036967141449728431547033275643599930238418176904387
-0.5048828125,0.3332854916902846276253141853048445135632452376034747357640999235833289904447643820088167862359568446253407328203971121644716893595177836251293084856017,0.6667145083097153723746858146951554864367547623965252642359000764166710095552356179911832137640431553746592671796028878355283106404822163748706915143983
-0.50390625,0.3339938022552107923272952436851412758856647534208013538423186272244536134161681510820911814386967787990002800588149931692461724991077646272240324166184,0.6660061977447892076727047563148587241143352465791986461576813727755463865838318489179088185613032212009997199411850068307538275008922353727759675833816
-0.5029296875,0.3347023072435821578721489574859853816106238476943903418861700591198444627484581620718257647988763341322364474814025832519345459304180004690483057134503,0.6652976927564178421278510425140146183893761523056096581138299408801555372515418379281742352011236658677635525185974167480654540695819995309516942865497
-0.501953125,0.3354110034447760468955105316515562748027723143426060229775799084810608829834166235733101174327505633745202883185331956649531484652575472327786404881643,0.6645889965552239531044894683484437251972276856573939770224200915189391170165833764266898825672494366254797116814668043350468515347424527672213595118357
-0.5009765625,0.3361198876499469547731430130095383810101037568476400440586448359042880220992008890947593842126059454577687875820745306984027179869958626475342073623573,0.6638801123500530452268569869904616189898962431523599559413551640957119779007991109052406157873940545422312124179254693015972820130041373524657926376427
-0.5,0.3368289566520732462560469844002724586566437920437026145452306942556314708531454196033785246485296956757245222984694764391082710049084323820095095780044,0.6631710433479267537439530155997275413433562079562973854547693057443685291468545803966214753514703043242754777015305235608917289950915676179904904219956
-0.4990234375,0.3375382072460037069782219286133220241433230212464611636609995337817488447821523679529342961566575585491496582375116073023649546451174927081117962847147,0.6624617927539962930217780713866779758566769787535388363390004662182511552178476320470657038433424414508503417624883926976350453548825072918882037152853
-0.498046875,0.3382476362285039489104253648152584778478226854129588490555859339199745552409155150131803928916356689559198928755360757499636915594787384351041752061608,0.6617523637714960510895746351847415221521773145870411509444140660800254447590844849868196071083643310440801071244639242500363084405212615648958247938392
-0.4970703125,0.3389572403983026688414875822346330154270491732649491667685500799549442203147912780007186942391290002343599128745825303700680567840027856269575957523417,0.6610427596016973311585124177653669845729508267350508332314499200450557796852087219992813057608709997656400871254174696299319432159972143730424042476583
-0.49609375,0.3396670165561377589769604221446746591595438160162491341497882135403154867255329241777678712831490830793740399130232156141491810318462729052981794336183,0.6603329834438622410230395778553253408404561839837508658502117864596845132744670758222321287168509169206259600869767843858508189681537270947018205663817
-0.4951171875,0.3403769615048022687531076367491332148972575065235765201365504296992363135859594920848043295232995747915245223094234295912318445522065999294909755511268,0.6596230384951977312468923632508667851027424934764234798634495703007636864140405079151956704767004252084754776905765704087681554477934000705090244488732
-0.494140625,0.3410870720491902169724814311198004829680485444934303562285710750258879517570468138286128803757479487598133251092255071636957214498070218432093163009749,0.6589129279508097830275185688801995170319514555065696437714289249741120482429531861713871196242520512401866748907744928363042785501929781567906836990251
-0.4931640625,0.3417973449963422533755744221556101650025313880270609678946638072110236041285685211783650611833516124139222873547003868705319186137347628336974673128233,0.6582026550036577466244255778443898349974686119729390321053361927889763958714314788216349388166483875860777126452996131294680813862652371663025326871767
-0.4921875,0.342507777155491168771287978566769490877459944409407655919442442852026473248097166086980818359339682939269203101417413338317802715564511821156479346079,0.657492222844508831228712021433230509122540055590592344080557557147973526751902833913019181640660317060730796898582586661682197284435488178843520653921
-0.4912109375,0.3432183653381072528572162917225453985789927883381234025432424264273906811947292335457150842823399924271070500286716347877804404373703110303647258477317,0.6567816346618927471427837082774546014210072116618765974567575735726093188052707664542849157176600075728929499713283652122195595626296889696352741522683
-0.490234375,0.343929106357943498869010124104387830773712625007785900253374709864573161697178634784937154049854956878491864833985031596167673165387902649240119599714,0.656070893642056501130989875895612169226287374992214099746625290135426838302821365215062845950145043121508135166014968403832326834612097350759880400286
-0.4892578125,0.3446399970310806542063545470412362058797951136547197650882773729356117031428358897182831814325204440870013791176571847990224851657226278472036691938084,0.6553600029689193457936454529587637941202048863452802349117226270643882968571641102817168185674795559129986208823428152009775148342773721527963308061916
-0.48828125,0.345351034175972116191370671054135374816731519424825577751336885512494655757316041008172073061587490173254361033319938629767610540438503109364407477447,0.6546489658240278838086293289458646251832684805751744222486631144875053442426839589918279269384125098267456389666800613702323894595614968906355925225531
-0.4873046875,0.3460622146134886721235319509251120356763187794887866631948282784101374873954902533776229669510338408078942453405412064630440631850356040413152125685786,0.6539377853865113278764680490748879643236812205112133368051717215898625126045097466223770330489661591921057546594587935369559368149643959586847874314214
-0.486328125,0.3467735351669630828034706757128466338624418945862221428298160809642325377040105265010903357997322376646784813525072470035874434682334733444662725556576,0.6532264648330369171965293242871533661375581054137778571701839190357674622959894734989096642002677623353215186474927529964125565317665266555337274443424
-0.4853515625,0.3474849926622345087063392953271511551903957435582587913990396333881676183802433830554038278135661709059525101613104854202529150398182940974250526915707,0.6525150073377654912936607046728488448096042564417412086009603666118323816197566169445961721864338290940474898386895145797470849601817059025749473084293
-0.484375,0.3481965839276927779936838557075650762522712764986213959070852523620036610556392351988998360320757857543810872425275358695297739144713536831607419863117,0.6518034160723072220063161442924349237477287235013786040929147476379963389443607648011001639679242142456189127574724641304702260855286463168392580136883
-0.4833984375,0.3489083057943224955610825817098911716586661303165433241470753437538512514962453582300709951908130144601176330773397643093969462322120553108148492747734,0.6510916942056775044389174182901088283413338696834566758529246562461487485037546417699290048091869855398823669226602356906030537677879446891851507252266
-0.482421875,0.3496201550957469923271011299084359205467691262823947386135862261830975145134075884847612171589390269124995671866543338288955276356161912893765261630051,0.6503798449042530076728988700915640794532308737176052613864137738169024854865924115152387828410609730875004328133456661711044723643838087106234738369949
-0.4814453125,0.3503321286682721139774168039493219143506169238048318432347216255129605519313517734306315027072521926748173899640571634737853287289457138839375875473199,0.6496678713317278860225831960506780856493830761951681567652783744870394480686482265693684972927478073251826100359428365262146712710542861160624124526801
-0.48046875,0.3510442233509298483862666559966389100201636823327218815749715116901326093880311338042662916857010933305873756617058160637770347683996684133572359556409,0.6489557766490701516137333440033610899798363176672781184250284883098673906119688661957337083142989066694126243382941839362229652316003315866427640443591
-0.4794921875,0.3517564359855217909456784642491106903543043257488350393417520722716668787985574057047461257448702776167552474767793309824475798205878377285690411123988,0.6482435640144782090543215357508893096456956742511649606582479277283331212014425942952538742551297223832447525232206690175524201794121622714309588876012
-0.478515625,0.3524687634166624470412486554350915651993091548710002102420478084742308264101484617102419426503341602387261606487317279429678174724226547147292649894714,0.6475312365833375529587513445649084348006908451289997897579521915257691735898515382897580573496658397612738393512682720570321825275773452852707350105286
-0.4775390625,0.3531812024918223709215369115149623064434105391083678482752287244472105317967423435514533044731809626913260491109432493857183587112419161207573466856621,0.6468187975081776290784630884850376935565894608916321517247712755527894682032576564485466955268190373086739508890567506142816412887580838792426533143379
-0.4765625,0.3538937500613711402164530423793755557484383948728953773864594865874968253931122182653593923051351208564359438694171646194192659949514489835440486263417,0.6461062499386288597835469576206244442515616051271046226135405134125031746068877817346406076948648791435640561305828353805807340050485510164559513736583
-0.4755859375,0.3546064029786201653683173039441112688726532316467277613082701816445374668709072451288274855701077417942262048575638979464400949068463171964315261106603,0.6453935970213798346316826960558887311273467683532722386917298183554625331290927548711725144298922582057737951424361020535599050931536828035684738893397
-0.474609375,0.355319158099865333247580278507595170827713282194808023091372861488215074302057441561615860234232383933908445155921529324200048181688148166457570565362,0.644680841900134666752419721492404829172286717805191976908627138511784925697942558438384139765767616066091554844078470675799951818311851833542429434638
-0.4736328125,0.3560320122844294842334922983579048408771130065477381376264095372377725155374607428037206714730258877597363558966101823997535626560631829200669726667989,0.6439679877155705157665077016420951591228869934522618623735904627622274844625392571962793285269741122402636441033898176002464373439368170799330273332011
-0.47265625,0.3567449623947047220483147732142376811519745183648725324105636068510124131477952098437908234535084379190837163757822485505225279610284841053821255635616,0.6432550376052952779516852267857623188480254816351274675894363931489875868522047901562091765464915620809162836242177514494774720389715158946178744364384
-0.4716796875,0.3574580052961945556419662680213540638572284743999656541807277231746263977689681932106026238555630846860338966998178402350359198769125425573924674397129,0.6425419947038054443580337319786459361427715256000343458192722768253736022310318067893973761444369153139661033001821597649640801230874574426075325602871
-0.470703125,0.3581711378575558724322943627950283957415846436244566876542959692688809282586290445490436633596123211908309067498327147805228824295356927001673288869796,0.6418288621424441275677056372049716042584153563755433123457040307311190717413709554509563366403876788091690932501672852194771175704643072998326711130204
-0.4697265625,0.3588843569506407422144598056214339410647601598958694726030594255615736407876184077166350968681629229686004928633180456097095500756605563074804846104525,0.6411156430493592577855401943785660589352398401041305273969405744384263592123815922833649031318370770313995071366819543902904499243394436925195153895476
-0.46875,0.3595976594505380510612118406078280834673918135139499233668848310685922955119603384557923147495975558724666920650481142334582626529248388167492924801112,0.6404023405494619489387881593921719165326081864860500766331151689314077044880396615442076852504024441275333079349518857665417373470751611832507075198888
-0.4677734375,0.3603110422356149645441224537305827639361654913848157232174426061267909086267640634540355693278295960352124401957168761777294238027476087293193248018243,0.6396889577643850354558775462694172360638345086151842767825573938732090913732359365459644306721704039647875598042831238222705761972523912706806751981757
-0.466796875,0.3610245021875582196141322324102157549652014100380617304489711641081192245900278266957368089719548089473908619971982524353921508085299695228116321627127,0.6389754978124417803858677675897842450347985899619382695510288358918807754099721733042631910280451910526091380028017475646078491914700304771883678372873
-0.4658203125,0.3617380361914152444880411826735711655917796848701230567218543007073160223721006089706541867960424603536136123447168188434993088879199332174066082561006,0.6382619638085847555119588173264288344082203151298769432781456992926839776278993910293458132039575396463863876552831811565006911120800667825933917438994
-0.46484375,0.3624516411356351058958537964988780596038233766032382769207436362713448065518208233374466760293240545943605968119866425673807890309357307293408153174799,0.6375483588643648941041462035011219403961766233967617230792563637286551934481791766625533239706759454056394031880133574326192109690642692706591846825201
-0.4638671875,0.3631653139121092830521585190993077399830678848399467623243223817858433955878291971326754675423955504092263993433197120408103687770248419362662773737763,0.6368346860878907169478414809006922600169321151600532376756776182141566044121708028673245324576044495907736006566802879591896312229751580637337226262238
-0.462890625,0.3638790514162122677229871413796115580367925442223501009399150964509633753915198740885158135026701050094970376348234694556727820656464188334062201106424,0.6361209485837877322770128586203884419632074557776498990600849035490366246084801259114841864973298949905029623651765305443272179343535811665937798893576
-0.4619140625,0.3645928505468419897678591486830203570971428632496790778710416086348460504479665956911128602238467216234804377265446818111327034428560257865007482516857,0.6354071494531580102321408513169796429028571367503209221289583913651539495520334043088871397761532783765195622734553181888672965571439742134992517483143
-0.4609375,0.3653067082064600675449693075202344605919763018111106418746441599569808891736928032395165066392607525875433651253575587961510050372515792237398821323879,0.6346932917935399324550306924797655394080236981888893581253558400430191108263071967604834933607392474124566348746424412038489949627484207762601178676121
-0.4599609375,0.3660206213011318825757233837450726867220973280403523702772081078088572904933928704530307063938059749413611722349991288180861739682605420632639849262064,0.6339793786988681174242766162549273132779026719596476297227918921911427095066071295469692936061940250586388277650008711819138260317394579367360150737936
-0.458984375,0.366734586740566477873066477349404619290824386887298425373674307271498388075120339013082339842096872589387502215203459492104437762885550764310674118729,0.633265413259433522126933522650595380709175613112701574626325692728501611924879660986917660157903127410612497784796540507895562237114449235689325881271
-0.4580078125,0.3674486014381562793462806516750749971451139457388567097120081857187455497919401298225856217159411669926888165407402348797963914957859556606524512896905,0.6325513985618437206537193483249250028548860542611432902879918142812544502080598701774143782840588330073111834592597651202036085042140443393475487103095
-0.45703125,0.3681626623110166397031529516219096919888433255199201015175532966311101298758787967834291075283792510282110984222503977360103516319624736801971794806839,0.6318373376889833602968470483780903080111566744800798984824467033688898701241212032165708924716207489717889015777496022639896483680375263198028205193161
-0.4560546875,0.3688767662800252042786311718782161884590331538585032183975332584951768021292735797729839456411919407443880449138760865581840134826271085797420201952093,0.6311232337199747957213688281217838115409668461414967816024667415048231978707264202270160543588080592556119550861239134418159865173728914202579798047907
-0.455078125,0.3695909102698610982272924801060695244100425549076689443486143512646533786417007358363832597698109106628276795912555967553525629213629692168282936030129,0.6304090897301389017727075198939304755899574450923310556513856487353466213582992641636167402301890893371723204087444032446474370786370307831717063969871
-0.4541015625,0.3703050912090439345251488514660292402412184856555858523602965901657692194875559880411628343413732218742131659349412553480352262395775445092586515191614,0.6296949087909560654748511485339707597587815143444141476397034098342307805124440119588371656586267781257868340650587446519647737604224554907413484808386
-0.453125,0.3710193060299726422345028622601020376839301116813043939421974554705666917494530884334947780877256711964696891329890773822160501766109653112687277026603,0.6289806939700273577654971377398979623160698883186956060578025445294333082505469115665052219122743288035303108670109226177839498233890346887312722973397
-0.4521484375,0.3717335516689641144937473565223695872886219352547382087125418102623395459393561806796153118829714638242161604176748983612237636575896778166334941190098,0.6282664483310358855062526434776304127113780647452617912874581897376604540606438193203846881170285361757838395823251016387762363424103221833665058809902
-0.451171875,0.3724478250662916757021724771392737789360987350439421247722259481923284219354403381123109572229937995557083391516027597298604008915382151458042394561936,0.6275521749337083242978275228607262210639012649560578752277740518076715780645596618876890427770062004442916608483972402701395991084617848541957605438064
-0.4501953125,0.373162123166223367378003181923927246162508999580653332145865304568192587778846135209454792432284573730379779783417793291290355852539430635282329443103,0.626837876833776632621996818076072753837491000419346667854134695431807412221153864790545207567715426269620220216582206708709644147460569364717670556897
-0.44921875,0.3738764429170600521760392867422849099302240670397161529573735130336759371486874377445305318764802953376047811621636243472274834305119154166948759894586,0.6261235570829399478239607132577150900697759329602838470426264869663240628513125622554694681235197046623952188378363756527725165694880845833051240105414
-0.4482421875,0.3745907812711733355594079363992336038414815122546163625921569669481952822333005405378980348396939920144051175739780861255737088752234757115392479480239,0.6254092187288266644405920636007663961585184877453836374078430330518047177666994594621019651603060079855948824260219138744262911247765242884607520519761
-0.447265625,0.3753051351850433046280648460203437571378758897549165551499858004623639800203260491932480411635071912703105086896181605825115786435264296826294892460741,0.6246948648149566953719351539796562428621241102450834448500141995376360199796739508067519588364928087296894913103818394174884213564735703173705107539259
-0.4462890625,0.3760195016192960836147953299763870661756563169609884600264562388483945491093743473475888547274482579897221335799109525187558475441150565889078818677393,0.6239804983807039163852046700236129338243436830390115399735437611516054508906256526524111452725517420102778664200890474812441524558849434110921181322607
-0.4453125,0.3767338775387412055675686932546686541296652253664395368848686591225759207090347547777059926831859836114856871065514795992352466073607725380325402300118,0.6232661224612587944324313067453313458703347746335604631151313408774240792909652452222940073168140163885143128934485204007647533926392274619674597699882
-0.4443359375,0.3774482599124087997451896552513414191596333368979779329096117909088455715445483422438390784596808070525877868792733930273342255098069425798387329670998,0.6225517400875912002548103447486585808403666631020220670903882090911544284554516577561609215403191929474122131207266069726657744901930574201612670329002
-0.443359375,0.3781626457135865942612677643251729178318230877605033426368866122870261888677500124249671476733090611590949921623236004129668945592836852610420264369062,0.6218373542864134057387322356748270821681769122394966573631133877129738111322499875750328523266909388409050078376763995870331054407163147389579735630938
-0.4423828125,0.378877031919856733519589901623655880110553052777779701436837540237203873378428938557822567367799803987787606421225087065165285824892503289823462551498,0.621122968080143266480410098376344119889446947222220298563162459762796126621571061442177432632200196012212393578774912934834714175107496710176537448502
-0.44140625,0.3795914155131324099920316256090271948984924399617507837848033996374126693431837319860002871759412984524126420056505332923806210025868933717727419391923,0.6204085844868675900079683743909728051015075600382492162151966003625873306568162680139997128240587015475873579943494667076193789974131066282272580608077
-0.4404296875,0.3803057934796943098981799377600644775052088948384161225781599436409927494142474272922125424823769065606359537100599483976182589659335669176775083710763,0.6196942065203056901018200622399355224947911051615838774218400563590072505857525727077874575176230934393640462899400516023817410340664330823224916289237
-0.439453125,0.3810201628102268723538627209428954424977304318107726933894598956817490344524741787869904476117375198700700512584266098242774689282999689712842184829342,0.6189798371897731276461372790571045575022695681892273066105401043182509655475258212130095523882624801299299487415733901757225310717000310287157815170658
-0.4384765625,0.38173452049985436156378828322854888928816926897190981215825498026526789431487706685486781908651013937328766598332428740398143029624836895446911762313,0.61826547950014563843621171677145111071183073102809018784174501973473210568512293314513218091348986062671233401667571259601856970375163104553088237687
-0.4375,0.3824488635481767516414918022536478130191181744635305843985746711888473833703771053230576576129297444489258363892346551262851802845172595354671990399237,0.6175511364518232483585081977463521869808818255364694156014253288111526166296228946769423423870702555510741636107653448737148197154827404645328009600763
-0.4365234375,0.3831631889593054236477636818176522282446754064941340224937008153606986069375383930896929247573641398541007733587978451608394020187493598367192721297514,0.6168368110406945763522363181823477717553245935058659775062991846393013930624616069103070752426358601458992266412021548391605979812506401632807278702486
-0.435546875,0.3838774937418986744466975790145588091759120661010662877400786328635678635139936498421184690700917076269078184659618343489147744877400751446560008124634,0.6161225062581013255533024209854411908240879338989337122599213671364321364860063501578815309299082923730921815340381656510852255122599248553439991875366
-0.4345703125,0.3845917749091970369864428150307789411654616109414136932790588781294594889814355801908050965932525779367825003811581756061544118516555125260564941649868,0.6154082250908029630135571849692210588345383890585863067209411218705405110185644198091949034067474220632174996188418243938455881483444874739435058350133
-0.43359375,0.3853060294790584116196767265259730785971646430125203932338827536480067553844795568295869424244517064424314502310899788165816764675288215216359993667727,0.6146939705209415883803232734740269214028353569874796067661172463519932446155204431704130575755482935575685497689100211834183235324711784783640006332273
-0.4326171875,0.3860202544739930080867269304791613947750407133988960157630230395322253460701285995883123418281092278991724801613751122621332128292148486369539522673144,0.6139797455260069919132730695208386052249592866011039842369769604677746539298714004116876581718907721008275198386248877378667871707851513630460477326856
-0.431640625,0.3867344469211980977921711492720073805106486555392817145597663206305590376307189676010994968909638485110975448046033193074907087332111835991535990017573,0.6132655530788019022078288507279926194893513444607182854402336793694409623692810323989005031090361514889024551953966806925092912667888164008464009982427
-0.4306640625,0.387448603852592576013622862859399219543747222943098878259184587886223594843577965394039438082117552531449971643584149943984378028284310761870516388878,0.612551396147407423986377137140600780456252777056901121740815412113776405156422034605960561917882447468550028356415850056015621971715689238129483611122
-0.4296875,0.3881627223048513336892743119365583083298945281001173089994067768289981275180793411529495681999203913096051941041426725384420624432129638120343083501816,0.6118372776951486663107256880634416916701054718998826910005932231710018724819206588470504318000796086903948058958573274615579375567870361879656916498185
-0.4287109375,0.3888767993194394384386139633780351917890397404531313403549688208187398613401603635976785203528035594551468133948771723021718883768269303857006518874619,0.6111232006805605615613860366219648082109602595468686596450311791812601386598396364023214796471964405448531866051228276978281116231730696142993481125381
-0.427734375,0.389590831942646124478563162763281000021544940581687894074632404346730986206960818559972462061532946684392064109905101455726256483437231635817969370654,0.610409168057353875521436837236718999978455059418312105925367595653269013793039181440027537938467053315607935890094898544273743516562768364182030629346
-0.4267578125,0.3903048172256185911050860369280728331366985065391011825798377359788970559496075880724913790307483881116637428529155375687396276915673609469492715089487,0.6096951827743814088949139630719271668633014934608988174201622640211029440503924119275086209692516118883362571470844624312603723084326390530507284910513
-0.42578125,0.3910187522243956094181174731545397645952745093283216738308643446927939290644997917720272263306994287467285595342501504788519546627137509784917077833863,0.6089812477756043905818825268454602354047254906716783261691356553072060709355002082279727736693005712532714404657498495211480453372862490215082922166137
-0.4248046875,0.3917326339999409369754258943554827308503605168561454961322747416222273954929088968037170016131602708567006560670501461212632882980997330279151405236127,0.6082673660000590630245741056445172691496394831438545038677252583777726045070911031962829983868397291432993439329498538787367117019002669720848594763873
-0.423828125,0.3924464596181765400687802775039096682598577427498303597376260777967325446643586743913813007468971511639544190213626312391544594383644650059997736355093,0.6075535403818234599312197224960903317401422572501696402623739222032674553356413256086186992531028488360455809786373687608455405616355349940002263644907
-0.4228515625,0.3931602261500156233235241342562228106713209886055184065508178659178201239243574129285435117287144874112268305542417581573280390903788593247427498479106,0.6068397738499843766764758657437771893286790113944815934491821340821798760756425870714564882712855125887731694457582418426719609096211406752572501520894
-0.421875,0.3938739306713954663303726994392908937890838091005371238526547878395104401589087997883406705085000118061840499170798723145026371562447250101719795703021,0.6061260693286045336696273005607091062109161908994628761473452121604895598410912002116593294914999881938159500829201276854973628437552749898280204296979
-0.4208984375,0.3945875702633100670259430686162635734852863671645412377194336723586220038789452529509508215910047466585567623171272990741079915172118215874261252872088,0.6054124297366899329740569313837364265147136328354587622805663276413779961210547470490491784089952533414432376828727009258920084827881784125738747127912
-0.419921875,0.3953011420118425915462002066928972362108611861309719109608785601830422669891402810788499123976760381287435682852225852586878146760756208303341080006693,0.6046988579881574084537997933071027637891388138690280890391214398169577330108597189211500876023239618712564317147774147413121853239243791696658919993307
-0.4189453125,0.396014643008197630284654334439870515587738346470584744083633331010559319313943663263177736635481738204058910692676478148597934083992161561450730610076,0.603985356991802369715345665560129484412261653529415255916366668989440680686056336736822263364518261795941089307323521851402065916007838438549269389924
-0.41796875,0.396728070348733259894776910440564540312280784816730432601287249770695311955809749797859941247343886742963921683958019084967972495066627336825638232661,0.603271929651266740105223089559435459687719215183269567398712750229304688044190250202140058752656113257036078316041980915032027504933372663174361767339
-0.4169921875,0.3974414211349929109837129864742556347553375326428324949678083490875139688446089987552312138738075055595723002762685205692963161259005539460927174139329,0.6025585788650070890162870135257443652446624673571675050321916509124860311553910012447687861261924944404276997237314794307036838740994460539072825860671
-0.416015625,0.3981546924737370412519568514540109255988373644061523917590466636775534048714658129482273033309830260557073325701540576614635899489996063867587189966201,0.6018453075262629587480431485459890744011626355938476082409533363224465951285341870517726966690169739442926674298459423385364100510003936132412810033799
-0.4150390625,0.3988678814769746138412253220986881476016309333262228456361662757108784146745722272015997720443433216634731223032102430418667017657559962715480469981681,0.6011321185230253861587746779013118523983690666737771543638337242891215853254277727984002279556566783365268776967897569581332982342440037284519530018319
-0.4140625,0.3995809852619943806603085194738122612557179454548878234431908717201970273271212332635824508724200592967102854272140537852043406791206128616460527348245,0.6004190147380056193396914805261877387442820545451121765568091282798029726728787667364175491275799407032897145727859462147956593208793871383539472651755
-0.4130859375,0.4002940009513959704662012239367032104821447480342087208504092230715955595507559961101271790295154225579689557022942028721757498389770074429858809669841,0.5997059990486040295337987760632967895178552519657912791495907769284044404492440038898728209704845774420310442977057971278242501610229925570141190330159
-0.412109375,0.4010069256731207814853186640251860074003265780710777871235544446500120999249605049083881611184201876456516027644479836244403409909865115812842273175654,0.5989930743268792185146813359748139925996734219289222128764455553499879000750394950916118388815798123543483972355520163755596590090134884187157726824346
-0.4111328125,0.4017197565604826783670786072052783367308324751900674985270593776081477065529924435493509248022949416887371076409577659498480225349587854772923788591188,0.5982802434395173216329213927947216632691675248099325014729406223918522934470075564506490751977050583112628923590422340501519774650412145227076211408812
-0.41015625,0.4024324907521984932695866245230699430201870459761789279224866914664174519357169369696025749217746304512669610608219065838035307304442986019431797165611,0.5975675092478015067304133754769300569798129540238210720775133085335825480642830630303974250782253695487330389391780934161964692695557013980568202834389
-0.4091796875,0.403145125392418330884593142086192042077131914727318585541430769165986341854242349405577770495553282362141289759610149558211189579012996687773674624898,0.596854874607581669115406857913807957922868085272681414458569230834013658145757650594422229504446717637858710240389850441788810420987003312226325375102
-0.408203125,0.4038576576307556772162991175442601304798179974885753895657728251069981487782014759396521872632168198710065752866376129465717470727923407101886623037981,0.5961423423692443227837008824557398695201820025114246104342271748930018512217985240603478127367831801289934247133623870534282529272076592898113376962019
-0.4072265625,0.4045700846223173119359716395773865895770013393778640311558797081558197722158689838684857025012618442096067503207513457284033688499762313972020893387773,0.5954299153776826880640283604226134104229986606221359688441202918441802277841310161315142974987381557903932496792486542715966311500237686027979106612227
-0.40625,0.4052824035277330241416911956891824509662599515234433349946247342269702309525435539376879135383989775024340298888776496459631288140079428893137383342719,0.5947175964722669758583088043108175490337400484765566650053752657730297690474564460623120864616010224975659701111223503540368711859920571106862616657281
-0.4052734375,0.4059946115131851313598885438087047233539786354490524202575758629205518213317764603753068231756507714583345393914699542373063741799151425664510750345539,0.5940053884868148686401114561912952766460213645509475797424241370794481786682235396246931768243492285416654606085300457626936258200848574335489249654461
-0.404296875,0.4067067057504378016326408144299527458494533042082298519849556900065969062292481097727332887757914289422715100585702323984540832751182606693185743496372,0.5932932942495621983673591855700472541505466957917701480150443099934030937707518902272667112242085710577284899414297676015459167248817393306814256503628
