x,pdf(x)
-27.875,5.61900992820864792127562142487894325745004910599453813147058808839126084580162469355493384976653261933321099184053866342835607314293185212359619752093e-12542
-27.8125,8.3860552319285989847373873293781563360351032872361893671871340599511535589903314687089916206252194924930609213734341384419633335368317262915201747589e-12458
-27.75,5.247972654400075666286775470840907027800174867836775503413450643740862143313432586852178177799258787811075650054187927511388402144161315722173314954492e-12374
-27.6875,1.379779095614960453267165886145419527218288408733549734247373452309146941087180729982962254402277793020752871586420327125041572644138154865661176858664e-12290
-27.625,1.527073487877495607500487651441577948534479104528948513681633693866707504915750482211372176328116342587235186612552856005068396116510071342611538188536e-12207
-27.5625,7.128381246358594612180895644216010047546508843247132034390750481778534446948361805907752659342005800487003816373794231499940024716268971006248041477975e-12125
-27.5,1.406211781973469139438442495589528874460217257014350232512603826790883541022729664493135629159283549489209155639882245115233910689669028891698194589093e-12042
-27.4375,1.174593528554148885977491547584934907772699865567604757179651650976992614481774757209490697267186623085937335233436680804376340144091118962800926682529e-11960
-27.375,4.162456994044731611750765907967441597941394066550117947861733990608109955031208617392562655254285627368131998176065131754626334054058893771537565512081e-11879
-27.3125,6.270258213383899218785219639093342377780347949296367422768223275989697596770057188891067362298890063154169620882955405227515609386548584062038641524929e-11798
-27.25,4.022933269769346517537765765266646542288359047278751637456533548649953923797163477262713620766132772138765729700459607501230912563076438492325085278496e-11717
-27.1875,1.10146371464377009625222279484170905438242375748523245863717986921985797518378704562430082240128432676171419907723807565476444386768878079037127378e-11636
-27.125,1.289483383106392273397042141140453367658121089139466277621920279379521521654652619575405366848204158068591870101746389752951618636983319480971030584741e-11556
-27.0625,6.467370188063142268029921203378295201651052938426227664434954693442078065473496554752043346489781729061752823414435913904452720495253211932441369235902e-11477
-27,1.392368957127441717134899798607133611566751113473237713807321911387771930998659640765165285655696522364766928704408217594365212797182765822866345106541e-11397
-26.9375,1.289269804150764352497529602339843556646046751434291107145611302556987336220279587017990118784250143703165823263886172469029781475794665816458022195633e-11318
-26.875,5.14451435845129547392058397762326145703363933893637435877347495553029606294228196665586247018328007242772119117481174645695407300522620961112516153673e-11240
-26.8125,8.863480130965057970100013418620258286454576229972230629571580605862495328690419453578640642045967138943090275327935326614749404825315442331482193204031e-11162
-26.75,6.606504156452115640900214811936476396193080075958010431895248118946451241061798714288792901416223260662985946153113597343793536526657808453621231069602e-11084
-26.6875,2.134493913668779037594796604778135828051290333732406383843189763827376340290238027203701940173940816431201011502130750087064997301950397395357960240807e-11006
-26.625,2.995174475167248144555803383749672697472638924031680813965132874420737509845081033968228377145324353970973078428217935488438669165694421829283698155017e-10929
-26.5625,1.828948825976941085638967229157536707565236380402901547128235079804362034234343011232628285766624580436797931551180306307608849291412532390699350846551e-10852
-26.5,4.869467041801614536551899361835811485889594777437300053229591201584658625953266383378969293934916168889376632164605114453574220435664542580309799846699e-10776
-26.4375,5.663827028973989568385862503094555537676264507639300966399394333476462225951804908114503506694875299808601224558352311338679521861139727962715672116427e-10700
-26.375,2.883602761110127029232578674193341515323189233671962201327683284535285162731023858337672197728911315519256192221663470672935930393507537761411072473135e-10624
-26.3125,6.438815922741444306819327431237634382430750348919099238999053300897205713739588625611319269208766658442135755406986497241572779764555400235761753064165e-10549
-26.25,6.317859117551764258726098504619665942981394450453216468082360938954391631577064166705655652411119323288621131058036511355773624295518633911407394468404e-10474
-26.1875,2.729451879821615204151641828846371166913887275228229411585839352355008556489958369153347281355916660723873382683726227435591342189289326378130217965359e-10399
-26.125,5.202004808265588199055343692145359638502053486434626252149117075417956231279145527828868639841520607060664930473758550741743672946929457550126437699022e-10325
-26.0625,4.382319974367725845566986480657501495845737908179759336669201743967575516970588163052409352973847790391046335425027547176805165118905036076127319195982e-10251
-26,1.635022271036397862660554855826195806244865013973646084320625889581371062468282053293396329022715099111597864536224613638077965316174858214541750667296e-10177
-25.9375,2.706934453211137854897531210122255166903180930338728371258396237468957349682205633547151858324734068372581829141338122550053657438956492848772296667761e-10104
-25.875,1.992574237115629667468260290152203270927720359287679215046279782979347783252763073577062161148722889627717844976957723302515532371007278916439388083511e-10031
-25.8125,6.53404635675029298240513874315988534767241741457916730064512165646666783872266085403524461641134242115592307253843956356774235405522253201522761519726e-9959
-25.75,9.563768750559530701260934297708929149632839063058174484200679509640925011706153498059153860053755066639300137197115782390988174760641890782390488163232e-9887
-25.6875,6.260417567192315338049363464028772086882873236808878448903175129645751089911530758094742794140508847217615720267507982478316748926607429665679012132371e-9815
-25.625,1.836340199336730421943759701095853562913529217076461154255431897809743672266718232047501719463391394162675992182094206203575077165816861925424061980725e-9743
-25.5625,2.418392635592870953207934297841273090521936903810952604944871119918652377931246871920933349934142638521395099725244620530496425271338754849467449010037e-9672
-25.5,1.432756993988636861882803388792334526892563935690237390549765574999939456853712074875906692206118399516436091029121236130365315808516779033273835221672e-9601
-25.4375,3.825943417651637958913690349121495968762211323842633030530851532535812879303737475364841477760544796389555423139861873457884948696849219836259951016079e-9531
-25.375,4.613951806826073163824657013218647758292094119496332369391348180531992814227456972655807401430358312503008078101321622711325786003741896314271183560617e-9461
-25.3125,2.517817775301945511739429632498770386052615093174426069238254152125351155301898678706885109076066351673066488148272213290314646676525751229975416038344e-9391
-25.25,6.229317856171953183692463644152112767897273304621687972006531967617871694551606047511851127223521900588887159780752458278414421693076699357122129494606e-9322
-25.1875,7.001157827507628571847909675264065541863226724616255095503062387212484847742210444691926797735299594217166652384999521161739842822438859755567545793293e-9253
-25.125,3.581464488058795578106870077884426587547940839094459751304661456950043833679518776730455526604567434117620095395197525693592995913455589696067655918897e-9184
-25.0625,8.355280991952863585467216324548911194565963470255966866988915776306662423287172100977596863380578555081556606050794448967659565933152587370251658529561e-9116
-25,8.906751281848026550632486922891847930762624907371474030993030688162335517226148683908153008848917237962591509585386269621633189140472823185161773309858e-9048
-24.9375,4.34694023061686390067275288067611821832237568679804754151494144493548998438777960590887153613919471489870417293799960641515382997519819097667875568014e-8980
-24.875,9.732004836813473530193961981458119632081676994183739066788360107082766491794035179738755317750265844423334986641044042756516308980318611138874694303451e-8913
-24.8125,1.001436673142715471191575234233417624594109065593243008189939264167324857823611154623952295759377275613022180563150656176438837809522738042305347828326e-8845
-24.75,4.745646877368277581105140835870263065848849791876440438696507729959633741068349498433398247956960797875026369860313489266303080423790556470772333673916e-8779
-24.6875,1.037686876157763857413211028959070248743667941133828381421609570628610981755234467018815393913403224936779507522664635304013965848637034671489835650274e-8712
-24.625,1.049021599216435573541012647825349007757801984794412598758315270498043031683034486475831027555737232934967114617690961901905332676504479934238977245882e-8646
-24.5625,4.912447954704849939576048888333148121270595037760919494582490678643724429122024198520863003274577197210125285653142456223499955212277660448920212639427e-8581
-24.5,1.06771450848447087034169485832091834932270054724272401070334773004541784974610845739078326992599436391657183255355447229553741563127256419489665261679e-8515
-24.4375,1.079205624754493542676654872972569137765572153568369879731827651466967800705205433904381936857393654190754349338140288596781979811060860656322231390351e-8450
-24.375,5.082686867323716858509542618082111756668669370764832428775547450317304689322512818640705959952490101986636284397295455466168183818444135142819102965003e-8386
-24.3125,1.117559955194017805789184435693839944883101277415557322662132512933360793745141223266046474243930229745435050672679599764785683579619324613348087418796e-8321
-24.25,1.149436159094163003048401575461079378484102778855509203402383411048224733043050540903535651422736686120468818651243803148437925455712773333056834881899e-8257
-24.1875,5.540942573821129747066017508438909577694011633679144022506184375549146356170513578628400048505422878373792052784484478315783988962667697675945740517e-8194
-24.125,1.25434047919818741040727968093719142616374581414407047537473075223202734880813225648470394173854654114146303879065268823051487054951854375661020071539e-8130
-24.0625,1.336067638002603283267318673090608764089816430644069159211617881302300567265294065331051684155668811239819585644066197835120258820242950353340205288696e-8067
-24,6.70920240395021657611925348888367014635846100641377308168499214393712902266751795133750180859909616808853639664737039638181137435272135618889354960835e-8005
-23.9375,1.591442709807616828255181827752405204325672243758288328274773688274045458416522645931980554462402387629008731143786523546677191837405267602152538865908e-7942
-23.875,1.786639839968659990375293608400988736877885254076382741369376455998064134076076063002536816917531609445357961058741164131624327596721102990215436379576e-7880
-23.8125,9.511677838885054761910748154194151951602989719949807906451316254027421155369282830088495250231869014715727396125688649276895596108593432295255423775753e-7819
-23.75,2.406021963414721651835751109289679669260534722821192162401731408975876306414612227002843193802126517587923884117177350088687837001861624780501250502551e-7757
-23.6875,2.897427669449801760994678733167266156155279816032406281401073762369701704758815606586812065336252019971448531606956224003257501223539429665898720990395e-7696
-23.625,1.664349012955943850850436822271225057426996463424563978695767678936353163435760315891817430499860573129320525210663519135685809246044180195199126456989e-7635
-23.5625,4.569232000966905678406584152044256717936052387261013014110494028168010615579388903533229034309972653239662775656289300794772692835724758890604115465945e-7575
-23.5,6.006994680876363743820718805015104700101786581199170472468685461725028769414344722168643808717855722773720653151257675275879750127064105604012561596462e-7515
-23.4375,3.78908841242223420620577376113335477444321972161384761456728208895430810105685552350639679447521577780521315130349618100370952853008487048235951843525e-7455
-23.375,1.149010262680413499163017830528964881724220614599399773376105566780825036636850599494527631193089485557141115130028684104378522584688103757571029432346e-7395
-23.3125,1.678313070289876520037779936806244345960629236520894109194762920295715189550446585723269785680670253717302014691560043440670880992971975203974518249148e-7336
-23.25,1.183123741073106528639679074522054308830100239947078839671365894739475384164892896482961815786028531685102393990366418814417361689777602878715599992093e-7277
-23.1875,4.033143810494383847609875854944794549580877317366662458255027916636008197054079612480384242611490511823192246749236173078415808971932148863109818839573e-7219
-23.125,6.661343300434386302754969467664513493971148340443468911667092287701599373971213797241075037792962805297672185983790215760074041381967721749743336760788e-7161
-23.0625,5.341124685664269207146909848223876487238360588112949203866990952342095317259950447420614411752104971182711885725547632927692848584442381480805706784536e-7103
-23,2.083073681044233568013660322710707081558625829768944075654211725631731626022954147998191488947962211214553050973170484563136808418995867597737139167123e-7045
-22.9375,3.959367235025579394129941673497378935768379470812552864815151979426020587427841886304286534690936898020105909003158012246396544458133718283409220572572e-6988
-22.875,3.674890459926577177654150987663988214910482665194418333124806626043425434649839062059545296442702054603806389740764900851000144376256426709822202547475e-6931
-22.8125,1.668816921284971652987505492980233037608210665974632980397277420244596046128250344252097380905641690036156435713266869254020195120618295516718422929585e-6874
-22.75,3.715069105330742516295308878481833335442539380570847865341276839962400653686488473701212047513113177803374201582038341182177582894603243008664290373992e-6818
-22.6875,4.062255417188802813111804578614751787173941764033074140517341157706400090967361272968573722795846825765636066518054009006219918084092135960479436149082e-6762
-22.625,2.186039004842693343326760511591849373984360517342749236250883978366646301915297260419845946280056569342599094569075041105576265508663503541788040337906e-6706
-22.5625,5.800790213734012554873851803910688451861068241602687819610609647042752811346716866047275925226305933724130387735108742750171894840906065724635410755536e-6651
-22.5,7.60506984603840810729880674027801180921661276375035670933305436932023494569736316651699521281325722297357972195683135420003734155569629407629862477661e-6596
-22.4375,4.935762699100677957296843654986935381842525216392469526112943522454293282233828412068582916834215998225956820580229064225104879746612838671205835605476e-6541
-22.375,1.58887076864439181849188470880746669284563383722028837956846949220088469541044178357124472334394356237843974757798422041283981573548087304268904711837e-6486
-22.3125,2.541875877840167615616158630677298243414064520477694289941518667736901612023990233672281243890356049318702431408409477227962291086712621391894698125421e-6432
-22.25,2.024882314492759596508638051113423240121457724961527456742646901831457035507217971491221194424786261582150506934443245919062797512760962923055234686072e-6378
-22.1875,8.047725219413598081420737986000824269648143666888113201031568457733749663347724234779854521220993906935159147812411716635563406805782682491306480268494e-6325
-22.125,1.598904843780565307081467173869943118002386289916358401797966552108875266912920750236773914961323104258253665006563913248971658323256454219565929014299e-6271
-22.0625,1.591096223942500176245900419828122808630931231571555438254506931274932419228770625815925337955577142965555253684155546590174990483544401649992843183761e-6218
-22,7.945895362631124073183008339013570388985511872088860013263930560203967307877467367258142539623529218217941735104330636469015573815922980181385165080182e-6166
-21.9375,1.995308393491348801730789645487424519430936961036380774383288755366878519538172602666173724776638038788155038530430861363840277771705664079650163142673e-6113
-21.875,2.524330588749027102193882628035587968280526630876099735381709328052590603204058615591881182525720017105964504928092289900096884714173802343946571049752e-6061
-21.8125,1.612128531957164474111681271690080343167329656116693760332439397344787582559789487242043350037731763545580417848748177193981739884428208750901336134714e-6009
-21.75,5.20737140495103828861614829513307500746196210012992873260099906529260652559097085155750848556780147282760225764930914725885076501172476890811336957916e-5958
-21.6875,8.524150715788097088215440776841163078096309325814967591660894115986765086567952475911416594255824752994740880524323017023844111566983538807326830332888e-5907
-21.625,7.085093456962510844899914830236013741453235008061141237067762283685505681651302480404128561735310059387614101046678826358236061547016105269566613890435e-5856
-21.5625,2.996057644521891737050818017708633697289709273636963699664331034734725893192126439576988570888145443166450978816531470035261484330659784507247356092069e-5805
-21.5,6.4582237290448784714358338137341538284287798171218910891608142650391563801155707550745334625685867214965505788049568601450372178287881476560325856116e-5755
-21.4375,7.110212279610000412393284956361025449228058348625367000035889921799526482362940530887147944134996397623353206407144705270866095761852384301129510058239e-5705
-21.375,4.005962032484797215544881140702653473170873339491356081588276657964444751897832144579000434455966387700193510755700907382937077453698416270474809186094e-5655
-21.3125,1.157268393095592767211443591722101934950555690238746610310258371306218969509111789972832033623874075046352173832356013336819527518076392842034949966179e-5605
-21.25,1.717562608853291810967211867556371910366425171717158230952811863945151628968549927103290535178141044949552123567591668555001906886060808327733206427293e-5556
-21.1875,1.312171208392106761361962929053068001392583159997253157780005029375854372659569403504772194712293814349458630650093745387735512808915680328709043888728e-5507
-21.125,5.170304177403170299330963741241425377424505919933279774277492501090793042593797771401383719076106374796835120636235637392365226185756834338904977235079e-5459
-21.0625,1.052779856525501045493158921511274074450348803655284862596926396302372417126840941835762275604678869998150919569552553128195526479660904561990318461515e-5410
-21,1.109949301609993927979937510568018839491916296375650995784023588677149397301338166895447303024385065404508256758390459232407785638098156910544158091541e-5362
-20.9375,6.071011293016071822139441875850701770991320984837275996890860409087112841945159834363246819458094978143890838474134666687776261035067764072726295232872e-5315
-20.875,1.726074283088423630469329651578901837752047550441019926963460394194024842219428288324154276989147830222651979637236436344060664509770079572091262337968e-5267
-20.8125,2.555916643140835230692522756868931688822962350800255856787678881142243438522417996590355705750234369397988881409448892246515979968360395024849318650077e-5220
-20.75,1.975017154776321205096414285642754597189957574677258052848535862956842304480706326131460162586027258863861317444706649920620148293301291965358448240374e-5173
-20.6875,7.979584175833433009710178785412300596497381883246380559355661001189977210424654367434012554060967679288548843148585488068415498378744824713068402767182e-5127
-20.625,1.688974412006547500770790501732171152052439902276966025978384744863875945620068604171413823271562942293950579067982112338302971967575697650950234513758e-5080
-20.5625,1.876495470706695431718548148332669328672433671681265697816815636513419822876538812981205777628044671500947941781821762538569172040469564328295661895833e-5034
-20.5,1.096482818988981049142325899557534184710059829704190064667400448826786265512114426818715161965410606066705994864429093460906951618034982757455621118054e-4988
-20.4375,3.376247073741367967297954318993108551632434336346967275823252718093246483477787938543220363904283570800828822194938025751322380955351674115211874387287e-4943
-20.375,5.488995931002327827762542901080567337179503733692312569547567071358190850740913543936164520574855395869761824865871202600321577443102481103910027687207e-4898
-20.3125,4.720914272560567669283647979679463347020039476079680984046241606131510004306147200353315384947061216172754788073524726465568434167493812432731620381081e-4853
-20.25,2.152197167249583488764178191366198302810350497990323661302610635329100054897762188895945606106826357184138339975006241573561277616488717013835580337941e-4808
-20.1875,5.210854556911303246539727311503693188140061405931383643546957038165954054010859213681403669001449187661584846461695253662038311897173191420673863132645e-4764
-20.125,6.713593178281510042772744931832146693422684236611335918581634445421911274781972820839243050759918609755561615670441445294835647272521539271602224456013e-4720
-20.0625,4.611778943447837862027532264994462591442653175014525084071189991244996941286137175098514649476339576580184592165319537467354526547978798042885954076024e-4676
-20,1.692378710327510284149494807566794811052827684716768247620259548482090606579963178238763944620852777012289880495497730696530306107312063020498692468304e-4632
-19.9375,3.324225319547058502273205056493637665005677374494364323512112814703947099934961045007286048669014769758824810153072036457275818992267157717439023541761e-4589
-19.875,3.501832743075186921415717169024513719981314382031980050070493563500057585453021233451450138232834377000741201824204383690162443540736237380718791719833e-4546
-19.8125,1.982259964755020053595279454723625926635046786321491378805276369807999915538192143418946417729180641223679319629131732539741502095434795353985644761111e-4503
-19.75,6.04135425125075173597343125773255634265013449882962634011523171656294419856891864186214983782651366758537735893510260110848725431767392551687930866339e-4461
-19.6875,9.932640003832066218613202697413196770752448661399133093815403121966719719074799420479399995603437189288020131677972343101339749935756699146592216795534e-4419
-19.625,8.826733321704989221211438043388091288559999717580968049874093200943750359285387528170588453649633483566853096152397297869822782471258958424035413937619e-4377
-19.5625,4.248038567277933817006533301421781664898070743521411644554824591389473783288866022423043095401797024931792050989755450042068283210306109431377822431233e-4335
-19.5,1.10937467795070341659622190176816729010308137632065712274075556598816219610659930196565883477910049605004303648903247864979997891484526878330810853938e-4293
-19.4375,1.575134398209248863193738894553405554867658204138377202194351456761532622285236479380956412466770367137662277600295359949919642900868410573016831582915e-4252
-19.375,1.218301473805039030987667020988880463048070354481430683192264581298560149295292541379862030048405570995949617734447792920033446831990023890974691507083e-4211
-19.3125,5.143253458351168302411718396497220818411364795668790749480811890480738628451446798414605055670933184911295080821122175919691075141952404138923740829901e-4171
-19.25,1.187449924450238428836542168397274245911087114967205759445737741823964225379925952830526393964679999361488424423213293188644812889332234529636644489428e-4130
-19.1875,1.502225460841030910035260582190483495636776519642870279093421665906100223148972828054282866862025581607411763204853463244792326763385035291274293626083e-4090
-19.125,1.04338739561078921109105742962149670178528648707989749512460321564000695959372572654302582099594020371196050476180125026303208423464499019003444404113e-4050
-19.0625,3.986528958999146743956518419145488380710179947374812436998474026275768103313652361114902435712357825971751655170877927078939128420646559169441224573403e-4011
-19,8.395205788408982975093511894326488803063981901513994275889029564071456244268574426359317688184579743902687724685108507430322826828789000775853151138749e-3972
-18.9375,9.763444709730590664082556966235100567107219809834001005697702472297841666939086457576881072589714760994198626236046077286272353401439685685736271112834e-3933
-18.875,6.282873473427967247280362691109523288125906861011343921525629094940739893355065189120772652045598223795173621820288525547664945653622920329765038335862e-3894
-18.8125,2.241533789547878554732602439675402668237346025117591049642891242697828667176330778288779986732646260623642684715105933187678276778146235265068021186685e-3855
-18.75,4.442344299248513230708860802880585820923332113747189051180827628013036113208085914439063813338003834193810567575069606971249516203194932422025675408046e-3817
-18.6875,4.900126644847883842615308700397219261344293899497680238823508039094751144698067374192582821310562343210428742295170232666485532612769683344161236392885e-3779
-18.625,3.014246559275298937413861119007062809465740750637933592602442408062748216733446971950562995105489297114293294506744663553250411677328329745697685657285e-3741
-18.5625,1.036035979430175194487787930002732633382169427521671862673271747600031689513320701262335474533933411537282342321927296564792324091779646978217410504117e-3703
-18.5,1.993626103846114426618620421827230348372355050956569100628707240054220017416586981090713607336262350529916714756223112164162170634341167586208289254031e-3666
-18.4375,2.151957101773970319726831039756844757923003812081346264899185288609941102158309506534178380221142662008509809751885082704839216106079967120623377912203e-3629
-18.375,1.305547708288364428142526005946852156229261915618554152899484440344423501731960700558617002663720020914577451494613310848113160158828712261554710578221e-3592
-18.3125,4.460354093068735126796777070420598062358167008575295613827264997287231336966293656446951376784637573012990557831019252457194922352112313469951553698232e-3556
-18.25,8.598280235000349199965920178076651148819253736525724074773891978841272989941754000973077894073124832529494926789993989623664877995537777593885147295704e-3520
-18.1875,9.370607245229103078162510516089960700154847584672277078765777027721085628689683533088794747445441942984799686865127662256505888579636143788460373079889e-3484
-18.125,5.784768331515228793284222572164121105473312990300687496187300227211666530960054057633975860821229010145078405845193504552196311413349168665914405624307e-3448
-18.0625,2.026816895209062017438890511310620963356885982617533256187753413758432391608169755093809482300046335649885487644643614901958652738059776836569452561806e-3412
-18,4.038327937682011723340426651226743371670335757524648528285874929417987875009955905737214576608385115431908303651842655415401114596904483561961453317678e-3377
-17.9375,4.584535999023241230982024331645607862374044484647120377189662645355639569165116516434926982934671776300038403695100498072151453498892083322826160725973e-3342
-17.875,2.971283835842432376080441778073114204932447476185694850911186924825756822763532329471724968043686860132533684283409158417543892638415159031302936464456e-3307
-17.8125,1.101529305143899554227679752011020315883633323914241331721285975610681337291136690772465673080961705805003712828422710118464574177026730201599064862872e-3272
-17.75,2.340449883322028528370220908213061139834309720752146482519791868813770232453237849795562576913520162544331199233332528444927664889574465516744685938973e-3238
-17.6875,2.855631892879297504553398180402735829914776215260980156447938608345193152256534773654165817734533544468905385242646146272389392372884515114468108749314e-3204
-17.625,2.004716206795816585232639180304104350632569476446896141708271053235226006124126827685370403133523285176992455431406172595908751201594529377989222763169e-3170
-17.5625,8.113338413052549467555794625034007747043008956961790073184388648096983132101714762592620233416367335918865463120970871045490732192257103534234804697664e-3137
-17.5,1.896664452911857954709031215598015172686884138432796712016585272551532124153093725495759241694460183225086814214757117446254623386262060097069454668982e-3103
-17.4375,2.566101639714799780167333848971541185907807703937427691477706428873469086866420676459432149681466630527853848380858478743575690789430046974033699925185e-3070
-17.375,2.013250663175640539867158784044292891308512729224889560491457538087542741079536099859356961632263345964681588441313187043794354980070292644085428521488e-3037
-17.3125,9.17721076781862708075632272942878752944309808195213888900450920378984172528453458654467233603391862511777249755487293091187793776540191415721272894589e-3005
-17.25,2.435345769196108271577476719398148412845823508625281481201186051691781473298464443225487593859884625190975067885825102641039541105153134968521513121535e-2972
-17.1875,3.7696049250564253729143292586224347431127696765688199836338480328409751123919514773084296931446511490258361340092333030283216258094108316023152993597e-2940
-17.125,3.410079725797147191966449400059354536395532806581932356715181571087866920400895949820636705491448000648021053643894241957109596676516844011490336035463e-2908
-17.0625,1.806404185029081039301430628660145314014095316132384929474376336414018002408575401821801909487019048224283508221883303990738179704514180989542042772961e-2876
-17,5.614295153949628106083533462363199377219011014514663102907171337059288121224265516773302535931665428892088213057547673584056141935975691618550090459761e-2845
-16.9375,1.025778688851662439318350974494366843756199839959301721067739553277873896343532636159078612125533110375770555753670606583950344725613652456451674364026e-2813
-16.875,1.103922118460612647121097922772818447900825884260416852786627633205802706119654233590131027127703352078635289057456186007229853352159325993324065965144e-2782
-16.8125,7.011286903737790759632384189877434561821048220574803864008430789045079565019265160782425693975359982071263517775563447305288860586904010340676895378939e-2752
-16.75,2.633175422984262757479827031260882483578973061380629263218210376625945352029723762379663033592495844462256207659709919606374592050579296553032423857765e-2721
-16.6875,5.859125573983286505923797868379373432743441477010895723364547945704622463574540552652133947426789544327890202576670150853941164159270186184755262031814e-2691
-16.625,7.739358901787015386692233548014992755048997591486437244135086846716718443071159420184297934375527921440240220998198240139119118079390367943423923999474e-2661
-16.5625,6.080573523617730881228919419987349383177157487603569434153907595055250829633500272950240302356459589406670614301122792160284180698271872656264707763568e-2631
-16.5,2.847080100515344231982912005495344599979708005575852131734588410566306714733747256808151194491814212792355012041690255485549543683148422796709208019131e-2601
-16.4375,7.960101767021113826631657910478700508653563278310467230213195739724838281235210150629153075246697163546710568400967773909922812577476799117233346235931e-2572
-16.375,1.331525703545554435241139097428504532428517922586488973337513433589184370335772847251728454743850259264525323189914216573679195824896492260765745282926e-2542
-16.3125,1.335182699186861613738756831671636176604373925959268361131743363794923902748826533465598039818446141526095171810366634818677599504620859250990063385764e-2513
-16.25,8.041559003015170104021021984748721240688269727692582146851089039103060199957930016917437175801594501071847872752512635762067610426512244350540274169019e-2485
-16.1875,2.914717247727642545735008781192166737104958197466614316187441415427299224581386933631734698296143583557829897584129054371691269344013827858755089695757e-2456
-16.125,6.370264089004547453955059337565863652555933618705536940453788467688890156939722626226357931827736193919643986111948270518618917943146585435804328124991e-2428
-16.0625,8.411461811835453890532470311632672524180620384136189332906914459830870540988250490370623819683456871252943342937161563274841819529872427992597684451815e-2400
-16,6.723366074685759907548530321864051132533551985532267034768811864289674093699856900835974743225197910354867291268727703578378737944707024076664001746729e-2372
-15.96875,4.982644796912514399768237074524377537033486114497195831844382534842290893441694980336073097638917886070111905550741975783170260444695893457197425025874e-2358
-15.9375,3.259503752061373363222745968933620948724599164890889993342390023700030475278501696619640076802310043757182898784011205598718556046838506512050249644739e-2344
-15.90625,1.882640751635659593589053042368978237601731157471528545046870110720857832581589791625516129053991863779865466024662284411696267760221575363347058259137e-2330
-15.875,9.603153339791462505766761414214953112747564168111568734113062363237469449693472168610499739231620651998003655922874719526415906333103675975713457719686e-2317
-15.84375,4.327098048777072902238044009325222709366409968388818291309313536684717021901195318491977175716223961608290881460720044966372957109931890108574868145157e-2303
-15.8125,1.722749364327300318322421681916415874285387267769763530007863000997330131942531723952764542867599261681044036094760552482090322018840166165473219246778e-2289
-15.78125,6.061721453207613508034273423680803408063999103156676530203110375672683837494063871428096035524517321254713282736295376242616943474772831229974027367234e-2276
-15.75,1.885490698672895640515356151074476096703893744437977673399918045157024179426030809491575798964405243706594126405666853333210047200627989191686540121333e-2262
-15.71875,5.18577153093396118382180217522285079030280997981284468531649432785949202233333645523362334917219610368879506743031693056404508220752067991958912662086e-2249
-15.6875,1.261446848198027095049048008750158269983770882217527171589477711832354396380329077851541952938483228956321643609113782613896424991206813719511094434259e-2235
-15.65625,2.714545654642162276214630294709454913497401014685584047514064548277977793881604601399052943985375927325798216088069219980146454787237151012334302719293e-2222
-15.625,5.168969712554257240742252989501575822180529142858686593280607924410504898865494704217633650416590854469797697122471029431217241778883506572818066749264e-2209
-15.59375,8.711551192104979093512929516426331232825446738416582166530783993586415231436906100626080441849534478852245770573648459731978767287139216369631571867405e-2196
-15.5625,1.299803471282520001032004417815669181344746268970605964054923424224223396673152081025164466389411527441007730014129312319092736922750935988237375810459e-2182
-15.53125,1.717341287587115770387442256126533755869213891235169048505469494308916771318317112503227514844528904995901670916505794303066793506064396329293293770436e-2169
-15.5,2.009732587270424619834682017133897294929072313868941494421700687238135080320598041745059485011042915194449851211939889145935347508561780282533897183587e-2156
-15.46875,2.083668891713493221988682852907233397045126485510127685091634014816936216497636654599543112160584903183422590255880618143741974111552301402350771315544e-2143
-15.4375,1.914405515165128012171825807879392756892336975310161974478766115912029464329392385425536507081026040681428250747933167270620135031352319712722440231227e-2130
-15.40625,1.559049794354810245290315696046024041116307368604416361989870473888754584488010686165173792593500426350412054320341652579979279700678733562181499301241e-2117
-15.375,1.125674639479190240587885031621388196024401593042330451514140765965146031297472820682121232711271795332235000086803444095308282265510589511514144726079e-2104
-15.34375,7.207732309331623854332409568146622148009368393987577641921203753477661077921540565338570439005807244032569230728683269685368324118448140494704457115557e-2092
-15.3125,4.093768805935022672611811224376292550598011341353645331530976881031204043856784557848959590825393736617882298296860207885325103302621910240967580659685e-2079
-15.28125,2.062969930495562782123752528481346532985646382021181712519477458008048256447513628303112833297770829093409601418319688926551722862212083671176700494204e-2066
-15.25,9.225999576053187015664802294243931135630004549939264328465976656517459423683654193426775845253004136066660399900350528078299124792497089118690756916415e-2054
-15.21875,3.662612178196902009197167992103187976900097093996595021156141921216215583055339085770908958285867246191233145018343447631048024339893414954401895938509e-2041
-15.1875,1.291015443210022118335523005851166135104723990999142150690132369661613950479186663818657909178620132473980811856766511147977959817650364866817260682032e-2028
-15.15625,4.041484916065557556585286370782921440957302524665692877568164578051298501715812829503770642807640905417842012564963816817538932516054430068929138977688e-2016
-15.125,1.123894471393653251677187902365271821689692389323085225949661487080727965456745956464595879960905910908528736226954378146699578143419289664207465777934e-2003
-15.09375,2.777097838042561436181038425069479134278093134767700307763613592372343779749144287083825268238587282114761479300099994278469848291867374849988131763763e-1991
-15.0625,6.098793430235557120612214722322187354183537158361962576033944812507080369174310771260058971386125823002140149271333993918861692544769143214727227570172e-1979
-15.03125,1.190665555625230501011462376484783699103185059503670541217416790723019588419682270475294205991631048107674761637582320838135181605443798868317031470245e-1966
-15,2.066973005168308631091730562057807026201309053847855265038644290737391436782400355007078735257791869554703738877756220543563286400625694127110341503723e-1954
-14.96875,3.191427568626800750793322819638583771970834970254204660687557901431922851064836718114512566844524005790322474549558224568105494639351672845743788790719e-1942
